sentence,label
"Russian Media Ventures ' minority shareholder Peter Hervy denied the plans to sell OVA Press , the daily said .",1
"The company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes .",1
"The total restructuring costs are expected to be about EUR 30mn , of which EUR 13.5 mn was booked in December 2008 .",1
"Tikkurila Powder Coatings has some 50 employees at its four paint plants , which generated revenues of EUR2 .4 m USD3 .3 m in 2010 .",1
Diluted earnings per share ( EPS ) stood at EUR 0.25 versus EUR 0.42 .,0
"`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely feel to it . ''",2
Finnish plumbing and heating systems supplier Uponor Corporation ( OMX Helsinki : UNR1V ) said on Tuesday ( 12 August ) that its board of directors has authorised the management to proceed with a company-wide cost reduction program .,2
Viking Line and STX Finland said on Monday that there were plans to build a 240 million euro ferry that would be launched on the Turku-Stockholm route in spring 2013 .,1
"Pretax profit totalled EUR 80.8 mn , compared to a loss of EUR 13.1 mn in the corresponding period in 2009 .",2
The company expects its net sales for the whole 2009 to remain below the 2008 level .,0
There have not been previous share subscriptions with 2004 stock options .,1
"Mr. Jorma Valkama , Managing Director of Suomen Paikallissanomat Oy , states that Rannikkoseutu complements in an outstanding way the current product range of the company .",1
"Mformation and Nokia noted they have established interoperability agreements that cover commercially proven , standards-based management of mobile devices , as well as mobile device security and mobile application management .",2
"In complying with the European Water Framework Directive requirements , the pre-treatment unit will be fully renovated , including hydraulics of waste water inception , degridding , sand and grease removal and treatment and deodorization of the unit .",2
The sale price was not disclosed .,1
Solidium now holds 5.0 per cent of the shares Solidium Oy has acquired 5.0 per cent of the shares in Tieto Corporation for approximately EUR 58 million .,1
The company did not distribute a dividend in 2005 .,1
This resulted in improved sales figures in Sweden .,2
"The CL51 is designed to measure cloud base height and vertical visibility in all weather conditions , which makes it an ideal instrument for meteorological applications that rely on reliable cloud height detection .",2
"` For Nordea , moving into the new headquarters signifies the beginning of a new era .",2
Nokia is requesting that the companies stop making and selling the mobile phones and pay monetary damages and costs .,1
Radiation and today is a full service house expert in radiation and nuclear safety issues .,1
"The copying , republication or redistribution of AFX News Content , including by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",1
"Talentum expects that the net sales of its core business will increase in 2008 , compared to 2007 .",2
Each year the dividend is deducted from the subscription price .,1
"Shareholder 's full name and ID code : - Petri Ailus , born 15.9.1966 For further information , please contact Isto Hantila , CEO , tel. +358 9 591 8342 .",1
"On Wednesday he announced that the government would propose granting a licence for two reactors , one to be built by Fennovoima , and the other by TVO .",2
"The group also plans to launch the 270 room Atria Grand , Whitefield , a five star luxury hotel , in 2009 .",1
"HELSINKI ( Thomson Financial ) - Kone said it has won four orders in Saudi Arabia , United Arab Emirates and Qatar worth 40 mln eur .",2
"The Stockmann department store will have a total floor space of over 8,000 square metres and Stockmann 's investment in the project will have a price tag of about EUR 12 million .",1
Pertti Ervi is independent from the Company and its major shareholders .,1
"In addition to its stake in MegaFon , Telecominvest currently owns 100 % of shares in Web Plus and St. Petersburg Payphones , 51 % in telecom equipment producer Peter-Servis and a number of other minor assets .",1
The deal means that ten persons in three countries will transfer to Tieto .,1
"It expects revenue between $ 8.4 billion and $ 8.7 billion , compared to analyst estimates of $ 8.67 billion .",1
"The offer of some 30 million shares aimed to raise more than  x20ac 500 million US$ 640 million , was expected to be completed by Oct. 9 , Outokumpu said .",1
"GeoSentric Oyj s GeoSolutions Business Unit GyPSii , the mobile digital lifestyle application and geo-mobility social networking platform , has signed an agreement with Nanjing MyNet to make the GyPSii mobile social networking platform available to customers of China Mobile .",2
"Stora Enso Oyj said Friday it will sell its North American unit to NewPage , in a deal valued at euro1 .82 billion US$ 2.52 million .",1
Delhaize Le Lion has selected the Aldata G.O.L.D. Vocal PDA solution on the Motorola WT4090 PDA terminal .,1
Mr. Kari Stadigh will carry on as Chairman of the Board and Mr. Matti Arteva as Vice-Chairman .,1
EPS dropped to EUR0 .2 from EUR0 .3 .,0
"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay product suite .",1
The most significant challengers in the market are Logset and Sampo-Rosenlew .,1
"The market making in accordance with the agreement will begin on September 24 , 2009 .",1
"In January , traffic , measured in revenue passenger kilometres RPK , went up by 3.2 % and capacity , measured in available seat kilometres ASK , rose by 12.2 % .",2
"Net sales in 2010 were about EUR 2.0 billion , of which international operations accounted for roughly a quarter .",1
We have made long-term investments in developing the system 's implementation model .,1
The effect of the savings will be noticeable as of the beginning of 2010 .,2
"They are responsible for their own operations , customer relationships , and the development of these .",1
"`` We are happy to be working with Rapala to encourage boaters and anglers to introduce newcomers to the sport , '' said RBFF President & CEO Frank Peterson .",2
We make available the following brand-new market analyses Cement - Pakistan Cement - Malaysia Cement - Taiwan Cement - Philippines These analyses give a clear overview of the actual situation and future outlook of the cement industry in some Asian countries .,1
Managing Director Kari Inkinen says that Sponda 's leasing operations developed highly favourably .,2
Residents access to the block is planned to be from Aleksandri Street .,1
Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains .,2
"In 2007 , Alma Media 's operating profit was about EUR 53mn .",1
"The facility will have a lettable area of some 19,000 sq m. The plot for the plant , located in the Ratasmaki business park , will be purchased from the City of Forssa .",1
Technopolis said before the protocol was signed that the techno-park would be built at a site covering more than six hectares in the Neudorf special economic zone and that it planned to invest 200 million euros in the project until 2009 inclusive .,1
"Ahlstrom , headquartered in Helsinki , Finland , is a global company involved in the development , manufacture and marketing of high performance fibre-based materials .",1
"`` The implementation of these programs has had , and will have , negative impacts on 2006 and 2007 earnings , '' Mr Meiklejohn said .",0
Talentum acquired a 47.5 pct stake in Varesvuo Partners in 1997 and the remaining in 2002 and 2005 .,1
26 November 2010 - Finnish sports-equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today it has obtained a EUR30m Schuldschein note loan from a pool of international investors .,1
Delivery will start immediately in June 2008 and will be completed in 2008 .,1
"Net sales by the Sata-Flexo Group came to some EUR4 .3 m in 2007 , and the group companies employed a total of 40 people .",1
The invention carries International Patent Publication No. .,1
Jacobs has been supporting Storengy 's investment of developing storage sites since 2006 as owner 's engineer .,1
"The gross area of eight houses will be 12,167 m2 .",1
Pohjola and cooperative banks have continued to combine their branch office network .,1
"Progress Group , QPR 's representative in Saudi Arabia and North Africa , has signed a framework agreement for a long term strategic relationship with ISE .",2
The studies are expected to start in 2008 .,1
Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .,0
The Finnish company Stockmann has signed the contract with the company Technopolis .,1
"Founded in 1985 , Quatrocon 's clientele consists of public sector builders , central trading companies and major construction firms .",1
Aspo serves demanding business-to-business customers .,1
"The prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire Aspo shares to the amount determined by the Board in advance , in the maximum .",1
"- Demand for fireplace products was lower than expected , especially in Germany .",0
Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,1
"Von Koskull will oversee a new unit of Nordea , which brings together corporate merchant banking , financial institutions and capital markets products divisions .",1
"Glaston 's share GLA1V is listed on the NASDAQ OMX Helsinki , Mid Cap List .",1
Merging the two free sheets will clarify the market situation .,1
"The dividend is payable on February 1 , 2010 to shareholders of record on January 19 , 2010 .",1
"ITG 's share in the deal is estimated at some 500,000 euro $ 627,000 .",1
The properties were purchased from Swedish private equity real estate firm Niam and Goldman Sachs ' Whitehall Street Real Estate Funds .,1
The Group 's revenue in 2008 amounted to EUR 94 million and the company currently employs approximately 730 people .,1
"Changes in the market situation and tougher price competition have substantially reduced demand for bread packaging manufactured at the Kauhava plant , according to the company .",0
The ECB can mainly target inflation .,1
ABB Deutsche Bank upgraded its recommendation on Swiss-Swedish engineering group ABB Ltd. to ` Buy ' from ` Hold ' .,2
- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,2
The company does not disclose the sum it applied for .,1
"Previously , EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators .",2
"In stead of being based on a soft drink , as is usual , the Teho energy drink is made with fresh water .",1
"Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml .",1
Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,2
Demand was brisk as expected and order levels have remained high .,2
Niklas Skogster has been employed by the ABB Group in various positions concerning the development of operations .,1
"For the current year , Raute expects its net sales to increase and the operating result -- to be positive .",2
"Profit per share was EUR 1.03 , up from EUR 0.87 .",2
"Tulikivi manufactures heat-retaining , soapstone and ceramic fireplaces , as well as natural stone products and utility ceramics .",1
The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .,0
"The machine will have an annual production capacity of 200,000 tonnes of super-calendered magazine paper and other paper grades based on recovered fiber , Stora Enso said .",1
"It is a member of the OneWorld alliance , which includes American Airlines and British Airways .",1
The total need for staff cuts corresponds to about 300 man-years .,0
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan .",0
"At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn .",1
"BAVARIA Industriekapital AG 's 2006 revenues were EUR 333 million , with an EBITDA of EUR 51 million .",1
"It includes the company 's new , highly powerful , compact and scalable Flexi Multiradio 10 Base Station .",1
To raise consumer awareness and encourage people to recycle their old mobile devices Nokia runs regular recycling campaigns around the world .,1
"( ADPnews ) - Nov 9 , 2009 - Four companies have agreed to buy for a combined SEK 5.9 billion ( USD 854m-EUR 571.8 m ) all drug stores offered for sale as part of the restructuring of Swedish stated-owned pharmacy monopoly Apoteket AB , t",2
The executive group will participate in the adjustments with a fixed-term 5 % salary cut .,2
"For 2009 , net profit was EUR 3 million and the company paid a dividend of EUR 1.30 apiece .",1
RusHydro has an agreement to transfer its stakes in OESK and the five ERCs into the trust management of Inter RAO .,1
Results are expected late in 2006 .,1
A filter is used to pre-process packets to determine if they need to be further processed by the processor of the network device .,1
"EPS from continuing operations came in at 0.30 eur , up from 0.17 .",2
The new policy was also aimed at making the companies more profitable and competitive .,2
The issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities .,1
Pharmaceuticals - Belgium This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Belgium .,1
"SAN FRANCISCO ( MarketWatch ) -- Nokia Corp , the world 's largest cell-phone maker , is using the Consumer Electronics Show in Las Vegas to introduce a high-end , thin folding phone , according to a media report Monday .",1
They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi .,1
It will focus on improving its profitability next year by streamlining operations .,2
Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .,0
It was decided that the auditors are reimbursed according to invoice .,1
Runway Visual Range is a calculated assessment of the distance that a pilot can see down a runway .,1
Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .,0
"Kemira Coatings is the leading supplier of paints in Northern and Eastern Europe , providing consumers and professionals with branded products in approx .",2
"`` The margarine business has been put into good shape in the last two years , making it a natural addition to Bunge , which is looking to leverage its position in the Central and Northern European markets , '' Raisio CEO Matti Rihko said in a statement .",2
"The venture , which will be 51 % owned by Kemira and 49 % by IVRCL , will operate an inorganic coagulant manufacturing facility , to be built in Vishakapatnam Vizag in the state of Andhra Pradesh and to kick off operations in the second half of 2011 .",1
"In the fourth quarter of 2009 , Atria 's net loss shrank to EUR 1.2 million from EUR 5.9 million and net sales contracted to EUR 340.4 million from EUR 361.1 million .",2
Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007 .,2
The pretax profit of the group 's life insurance business increased to EUR36m from EUR27m .,2
"In a release , the Company said that Vocollect T2 customers in North America can now take advantage of its Voice Directed Warehousing solution and increase warehouse efficiency and productivity gains at a discounted price .",2
"The new company , DiaPol S.r.l. , would manufacture tools meant for glass and stone pre-processing .",1
"Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces .",2
The orders are part of a long-term development plan of Latvijas Finieris .,1
"As part of the reorganisation , Pohjola Insurance 's 250 field staff for private customers will join the payroll of local cooperative banks from the beginning of October 2008 .",1
The parties have agreed to negotiate definitive distribution and license agreements by the end of June 2010 .,2
The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,0
"The latest date for registration is on 4 April , 2006 .",1
"Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices .",1
His resignation will take effect immediately .,1
The non-recurring costs caused to Talentum 's Premedia business area by the restructuring will amount to 2.0 mln euro $ 2.7 mln and will be included in the company 's financial results for the second quarter of 2007 .,1
16 February 2011 - Finnish industrial machinery company Metso Oyj ( HEL : MEO1V ) said today it will deliver minerals processing equipment and basic engineering to Canadian miner Northland Resources ( OSL : NAUR ) ( TSE : NAU ) .,2
Rapala aims to move the distribution unit Ragot from Loudeac in Bretagne and the distribution unit Waterqueen and the fishing line supplier Tortue from Saint Marcel in Central France to Morvillars .,1
Aldata to Share Space Optimization Vision at Apollo User Group and 2009 Category Management Association Conferences ; Company Will Unveil New Solution that Combines Business Intelligence with Space Planning Data at Conferences,1
"In addition to verification of an identity and digital signatures , new state-approved Mobile ID enables to cast votes in elections as well .",1
An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007 .,1
"The company 's goal is to achieve annual savings of EUR 2 million ( USD 2.7 m ) , of which two thirds are to be realized in 2010 .",2
The acquisition is expected to improve access to chrome ore resources in Turkey .,2
"UPM is talking to Myllykoski+ó s creditor banks -- Nordea ( STO : NDA ) , Nordic Investment Bank and Danske Bank+ó s ( CPH : DANSKE ) Sampo Bank -- over a deal , the paper said .",1
"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 .",2
The reductions will be implemented mainly in the course of the first half of 2009 .,1
Analysts surveyed by Thomson Financial expected revenue of $ 69 million for the quarter .,1
"F-Secure reported that : - The first half of 2008 has seen a growing number of targeted malware attacks on individuals , companies , and organizations .",1
Finnish bank Alandsbanken said Monday it will buy the Swedish operations of Iceland 's troubled Kaupthing Bank for 414 million kronor $ 49.5 million in cash .,1
"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+ó ??",0
"Metso Foundries Jyvaskyla Oy will discontinue production on this line by 30 September 2008 , the company said .",1
The product 's front-edge folding maximizes weather resilience and enables a seamless roof finish .,1
The total number of filling stations has been on the decrease recently .,0
"In providing managed services , Nokia takes responsibility for building , operating and transferring as well as optimising the Indosat 3G network .",1
"Finnish L&T Recoil , a company specialising in used oil regeneration , is building a facility in Hamina in Finland in 2008 .",1
The sellers were the founders of the company .,1
"Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume .",0
The proportion of Estonian and Lithuanian passengers on the Tallinn-Helsinki route also grew in July .,2
U.S. District Judge Douglas P. Woodlock yesterday extended a Jan. 17 temporary restraining order until March 7 .,1
"Weber convinced his friend Ray Ostrom , who owned a Lake Street sporting goods store , to sell the lures .",1
Operating profit for the quarter April-June 2006 amounted to EUR42 .9 m on net sales of EUR156 .3 m.,1
"The new company will buy from Baltic Pearl CJSC a lease right to 8.1 hectares for the construction of a mall with a gross area of 140,000 sq m 1.5 million sq ft .",1
"The business is organised , as of February 1 , 2011 , in a way that production of design services is combined into one entity , Etteplan Operations .",1
"So , at the present time Nokian tires had the contract of tires production in China .",1
"The Brazilian unit of Finnish security solutions provider F-Secure signed up 1,500 new clients last year , online news source Reseller Web quoted the division 's commercial director , Vladimir Brand+úo , as saying .",2
The number of customers is one of the most important parameters in determining the price of electricity networks .,1
Aldata said that there are still a number of operational aspects to be defined between it and Microsoft and further details of the product and market initiatives resulting from this agreement will be available at a later date .,1
"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking .",1
"Customers wave cards in front of the reader to make payments , similar to `` touch and go '' cards used in transport systems .",1
credit 20 November 2009 - Finnish glass technology company Glaston Oyj Abp ( HEL : GLA1V ) said today it concluded a EUR74m revolving credit facility agreement with its core banks .,2
Niam offer financial investors a high return via investments in funds that in turn invest in all types of properties .,1
The annual Thesis contest is aimed to enhance the thesis quality and to strengthen the thesis culture in polytechnics .,2
"Cohen & Steers , Inc. : 5 534 626 shares representing 4.985 % of the share capital and voting rights .",1
"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .",0
"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .",0
It estimates the operating profit to further improve from the third quarter .,2
"In 2007 , the Group 's net sales stood at EUR 42 million and it had about 1,445 employees .",1
"`` We are very pleased to be working with Fujitsu and NTT DoCoMo to advance the progress of LTE , '' said Juergen Walter , Head of Converged Core , Nokia Siemens Networks .",2
"Sales climbed 19.2 pct to 1.002 bln eur , surpassing the 953 mln eur consensus figure .",2
"Biohit Oyj develops , manufactures and markets liquid handling products and diagnostic test systems for use in research , healthcare and industrial laboratories .",1
"According to Tyrv+ñinen 's estimation , Japan is a very essential location in terms of Finnair 's Asian strategy .",1
hybrid bond 18 January 2010 - Finnish IT consultancy Trainers ' House Oyj HEL : TRH1V said last Friday it resolved to issue a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure .,1
The investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some 7 % -9 % .,2
"`` Beyond the improved voice capabilities , customers now have a streamlined way to comply with recalls and other traceability requirements , providing them with a competitive advantage .",2
"( ADP News ) - Oct 31 , 2008 - Finnish food company Raisio Oyj ( OMX : RAIVV ) said today that its net profit jumped to EUR 16.4 million ( USD 20.9 m ) for the first nine months of 2008 from EUR 1.1 million for the same period of 2",2
"Rapala VMC Corporation STOCK EXCHANGE RELEASE October 10 , 2008 at 11.45 am Kaupthing Bank Oyj ( `` Kapthing '' ) has informed Rapala VMC Corporation ( `` Rapala '' ) that it has interrupted the liquidity providing for Rapala 's share for the time being .",0
The project also implies an underground parking lot for 56 vehicles .,1
"Latin America currently accounts for approximately 40 % of sales at Tecnotree , company president and CEO Eero Mertano recently told BNamericas .",1
"19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details .",1
The value of the firm 's forestry holdings increased by SEK 3.6 bn .,2
"( ADP News ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 .",0
"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis .",1
"Finnish IT solutions provider Affecto Oyj HEL : AFE1V said today its slipped to a net loss of EUR 115,000 USD 152,000 in the second quarter of 2010 from a profit of EUR 845,000 in the corresponding period a year earlier .",0
"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources .",1
The value of the orders is over EUR 10mn .,1
Comptel Corporation will publish its financial statements for 2008 on 12 February 2009 .,1
"However , the total orders received will still be above last year s levels .",2
Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011 .,1
EPS grew to 0.04 eur from 0.02 eur .,2
"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines .",1
"The Swedish buyout firm has sold its remaining 22.4 percent stake , almost eighteen months after taking the company public in Finland .",1
"Finnish real estate company Sponda Oyj said on April 11 , 2008 it would build Vuosaari Harbour Service Center at the Port of Helsinki .",1
Other carriers and handset makers spin it as a positive event that will raise interest for higher-end phones and pricier data plans .,2
The Department Store Division reported an increase in sales of 4 per cent .,2
One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard .,1
The manufacturing will begin in Pietarsaari in the beginning of the year 2009 and the delivery will take place in October 2009 .,1
"Tekla 's defense business employs over 20 persons and is located in Espoo , Finland .",1
The company will enhance the GPRS capability in the existing 12 IDEA telecom service areas and add 10 more service areas to its network .,2
`` This is a win for all OEMs targeting to develop WiMAX products .,2
"According to statistics by the Finnish Maritime Administration , shipping did not increase much in January-August 2009 , however .",1
"The 3C Expo is a signature show in Dongguan , which is supported by the Dongguan Municipal Government every year , featuring computer accessories , software , communication and network products .",1
"Boomeranger Boats Oy specialises in boat building and designs , manufactures and sells customised Rigid Inflatable Boats RIB primarily for the Baltic Sea market .",1
"In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 .",2
Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK .,1
"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 .",0
"a January 11 , 2010 EPHC board of directors has approved an increase in the quarterly dividend from $ 0.03 to $ 0.05 per share .",2
"GENEVA , Feb. 10 -- Tero Aaltonen , Finland has developed a radio resource control method .",1
Orion 's net profit for the third quarter of 2007 decreased to 36.5 mln euro ( $ 52.1 mln ) from 40.3 mln euro ( $ 57.5 mln ) a year earlier .,0
"At first , Solteq 's services to companies operating in the St. Petersburg area will include maintenance and material management systems and data collection solutions .",1
"The equipment Ixonos acquires with this deal includes mechanical engineering hardware ; an RF and antenna measurement laboratory ; facilities for the measurement of audio , cameras and displays ; as well as devices and robot units for the testing of mobile devices .",1
"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .",0
"Consisting of seven interconnected units , Mega Image 's logistics center will be 347 metres in length and 12 metres in height .",1
The value of the order is USD 2.2 mn .,1
"Unbelievably , the company that makes them - Fiskars Corporation - was formed in 1649 when a Dutch merchant named Peter Thorwoste was given a charter to establish a blast furnace and forging operation in the small Finnish village of Fiskars .",1
"Before Kemira 's installation NordAlu was producing 3,500 tons of liquid and solid aluminum waste per year .",1
The new organization consists of two business units : Charging & Messaging and Finance & Administration .,1
Technopolis is Europe 's leading operator of technoparks .,2
"Rinkuskiai 's beer sales fell by 6.5 per cent to 4.16 million litres , while Kauno Alus ' beer sales jumped by 6.9 per cent to 2.48 million litres .",1
A tinyurl link takes users to a scamming site promising that users can earn thousands of dollars by becoming a Google ( NASDAQ : GOOG ) Cash advertiser .,0
The aim is to increase sales by at least one fifth in 2006 .,2
"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .",0
"Finnish-owned contract manufacturer of electronics Elcoteq Hungary Kft has announced plans to recruit more than 650 new staffers to fulfill new orders in P+®cs , where the company has two plants .",2
Nokia - the world 's largest mobile phone manufacturer - and China Postel - China 's largest mobile phone distributor - have a long-standing partnership that continues to grow stronger over time .,2
Scanfil expects net sales in 2008 to remain at the 2007 level .,1
Incap estimates it will generate a revenue of 10 mln euro ( $ 13.2 mln ) from its Indian operations for 2007 .,1
"Finnish flexible packaging manufacturer Suominen Corporation reports net sales of EUR 54.5 mn in the first quarter of 2008 , compared with EUR 54.3 mn a year earlier .",2
Each share is entitled to one vote .,1
"ASPO Plc STOCK EXCHANGE BULLETIN October 24 , 2006 at 2:00 p.m. Aspo Systems Division has completed the statutory negotiations , as required under the Act on Co-Operation Within Undertakings , conducted as part of the action plan launched in August .",1
"Mobile phone shipments jumped 26 percent to almost 112 million units , while Finnish company 's global market share rose to 39 percent from 36 percent .",2
The proposed consolidation activities will impact approximately 30 positions .,1
"Finnish investment group Panostaja Oyj said its net profit went up to 8.6 mln euro $ 11.4 mln in fiscal 2005-06 , ended October 31 , 2006 , from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05 .",2
Activities range from the development of natural resources to the retailed marketing of finished products .,1
"Conference Call To participate via a conference call , please dial in 5-10 minutes before the beginning of the event : +44 0 20 7162 0025 Europe or +1 334-á323-á6201 USA .",1
"The market value of one crane is some USD6m , reported the Finnish news agency STT .",1
"The Group 's business sectors are Building Construction , Infrastructure Construction , Technical Building Services , and Building Products .",1
The talks are aimed at restructuring operations and cutting costs .,2
"Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .",2
A total of 140 jobs will be reduced at the Raahe Steel Works .,0
We are pleased to invite you to join M-real 's international conference call at 3:00 p.m. EET .,1
"`` After the transaction , Tikkurila has no powder coatings-related operations , '' the company said .",1
Related links : Flexiblebaseloadoperation TheWartsila32generating set Gasconversions This is the shorter of two versions of this press release .,1
"Quarterly diluted EPS on continuing operations came in at 0.21 eur , compared with last year 's 0.12 eur .",2
"The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings .",1
FINANCING OF ASPOCOMP 'S GROWTH Aspocomp is aggressively pursuing its growth strategy by increasingly focusing on technologically more demanding HDI printed circuit boards PCBs .,2
Finnish plumbing and heating systems supplier Uponor is temporarily laying off its whole workforce in Finland for two weeks as of mid-July 2009 .,0
"HELSINKI AFX - Cramo said it has agreed to sell Cramo Nederland BV CNL , its Dutch machinery and equipment rental unit , to Jaston Groep for an undisclosed sum .",1
The newly created position has been established to strengthen Amer Sports ' management in strategic planning and execution .,2
4 ) Complete name of the shareholder : Otto Henrik Bernhard Nyberg 5 ) Further information : The amount of shares now transferred corresponds to 5.68 % of the total number of shares in Aspo Plc. .,1
"In addition , Cramo and Peab have signed exclusive five-year rental agreements in Finland and have extended their existing rental agreements in the Swedish market for another five years .",2
The Group 's revenue in 2009 amounted to EUR 70 million and the company currently employs approximately 780 people .,1
"Also the city 's insurance company , If P & C Insurance , has said it will not pay compensation .",0
"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .",0
"The company has delivered the technical infrastructure , used by NAV for their data warehouse and business intelligence initiatives .",1
The fixed acquisition price amounts to NOK 70 ( approximately EUR 8.7 ) million and additional price NOK 15 ( EUR 1.8 ) million at maximum .,1
The German subsidiary will produce software development services for Ixonos Telecommunications Business Unit 's client projects .,1
"Thus the group 's balance sheet will have about EUR25 .8 m in goodwill for 2010 , the company added .",1
The majority of the company 's personnel in Finland is temporarily laid off from one to six weeks in the period from February to June 2009 period .,0
Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .,0
"` We respect their decision ... the discussions are now closed , ' said Kai Telanne , Alma Media 's CEO .",1
"Biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel .",0
"Net sales went up by 1 % year-on-year to EUR 29 million , affected by the business acquisitions , realized during the previous financial period , the effect of which was EUR 5.1 million on the review period .",2
"The deal includes the entire personnel of PlanMill Oy , who will transfer to the new company as so-called old employees .",1
The rebuilds are designed to improve the machines ' performance and product quality .,2
"Currently , the company uses eight similar reach stackers and four empty container handlers by Konecranes .",1
Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .,0
Earnings per share EPS rose to EUR 0.11 from EUR 0.03 .,2
Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,2
"The Tekla Structures 16 installation has been built according to Microsoft 's requirements for the Windows 7 certification , the Company added .",1
Under the agreement Ponsse will provide forest machine maintenance services to Stora Enso 's Russian wood procurement operations .,1
Elisa has commissioned Finland 's Poyry Telecom Oy to conduct a study of reception in some of Estonia 's largest cities besides Tallinn .,1
